Category	Subcategory	Subcategory2	Brand	Item	Matching SKU	Photo URL	Photo Notes	Retouch Notes	On-Car Shots	Off-Car Shots	Approx. Photo Install Time (Hours)	Photo Install Notes	Install Video	Stock Footage Shot	Stock Install Footage Shot	Downloaded	template_id
Engine Parts			Trucks	Cold Air Intakes 11-14	bad url	http://www.americanmuscle.com/kn-series-63-high-flow-cold-air-intake-0914.html											592
Engine Parts			Trucks	Cold Air Intakes 10-14 Raptor	bad url	http://www.americanmuscle.com/bbk-black-cai-1014-raptor.html											593
Engine Parts			Trucks	Engine Dressup	bad url		Current images are vendor - will be updated once shot by us										594
Engine Parts			Trucks	Fuel Delivery Parts	bad url		Current images are vendor - will be updated once shot by us										595
Engine Parts	Ignition Parts		Trucks														596
Engine Parts	Ignition Parts		Trucks	Batteries	bad url		Current images are vendor - will be updated once shot by us										597
Engine Parts	Ignition Parts		Trucks	Alternators	T526492		http://www.americanmuscle.com/powermaster-alternator-200-black-0410-46l-54l.html			2							598
Engine Parts			Trucks	Mass Air Flow Meters	bad url		No products are currently in this category										599
Engine Parts			Trucks	Oil Separators	not found on page		http://www.americanmuscle.com/jlt-black-oil-sepator-1115eco.html										600
Engine Parts	"Radiators, Intercoolers & Accessories"		Trucks														601
Engine Parts	"Radiators, Intercoolers & Accessories"		Trucks	Radiators	bad url		Current images are vendor - will be updated once shot by us										602
Engine Parts	"Radiators, Intercoolers & Accessories"		Trucks	Coolers	bad url		Current images are vendor - will be updated once shot by us										603
Engine Parts	"Radiators, Intercoolers & Accessories"		Trucks	Accessories	bad url		Current images are vendor - will be updated once shot by us										604
Engine Parts	Superchargers		Trucks		bad url		We will likely never shoot these										605
Engine Parts	Superchargers		Trucks	Supercharger & Turbocharger Accessories	bad url		Current images are vendor - will be updated once shot by us										606
Engine Parts	Superchargers		Trucks	Throttle Bodies & Spacers	bad url		Photograph similar to AM throttle bodies										607
Exhaust			Trucks														608
Exhaust			Trucks	Side Exit Catback Exhausts	T527194	http://www.americanmuscle.com/mbrp-black-series-3in-single-side-catback-1114-ecoboost.html				7							610
Exhaust			Trucks	Rear Exit Catback Exhausts	bad url	http://www.americanmuscle.com/mbrp-black-series-dual-rear-catback-1114-ecoboost.html				7							611
Exhaust			Trucks	Down Pipes	bad url		Current images are vendor - will be updated once shot by us										612
Exhaust			Trucks	Exhaust Tips	bad url		Current images are vendor - will be updated once shot by us										613
Exhaust			Trucks	Headers	bad url		Current images are vendor - will be updated once shot by us										614
Exhaust			Trucks														615
Exhaust			Trucks	Resonator Delete Kits	bad url		Current images are vendor - will be updated once shot by us										616
Exhaust			Trucks	Y Pipes	T102211		http://www.americanmuscle.com/mbrp-stainless-catted-ypipe-1113-ecoboost.html			5							617
Exhaust			Trucks	Oxygen Sensors	not found on page		http://www.americanmuscle.com/ntk-performance-oxygen-sensor-35l-1113.html			3							618
Exterior			Trucks														619
Exterior			Trucks	Antenna Cover	T534218		https://www.americanmuscle.com/mmd-satellite-antenna-cover-prepainted-0914.html		3	2							620
Exterior			Trucks	Bed Rails	T525568		http://www.americanmuscle.com/putco-cross-locker-side-rails-0414.html		3		0.17	Remove bed caps before placing rails on truck					621
Exterior	Bed Weights & Liners		Trucks										[2015-2017 F-150] https://www.youtube.com/watch?v=0aHQa31q9_A				622
Exterior	Bed Weights & Liners		Trucks	Bed Weights	bad url		Current images are vendor - will be updated once shot by us										623
Exterior	Bed Weights & Liners		Trucks	Bed Liners	T532679		https://www.americanmuscle.com/bedrug-bed-liner-04114.html										624
Exterior	Bumpers & Front/Rear End Armor		Trucks														625
Exterior	Bumpers & Front/Rear End Armor		Trucks	Bull Bar	T527542		http://www.americanmuscle.com/barricade-35in-bullbar-ss-0915.html		5	3-4	0.33			2015			626
Exterior	Bumpers & Front/Rear End Armor		Trucks	Front Bumper	T527988		http://www.americanmuscle.com/barricade-extreme-hd-frt-bumper-fog-1516.html				0.75	brackets for initial install take time		"2015, 2011 Raptor"	"2015, 2011 Raptor"		627
Exterior	Bumpers & Front/Rear End Armor		Trucks	Grille Guard & Brush Guard	T102095		http://www.americanmuscle.com/barricade-grille-guard-polished-0914.html				1.00	Installing initial brackets and first grille guard takes approx. 1 hour. Switching them out takes about 10 minutes.		"2015, 2007"			628
Exterior	Bumpers & Front/Rear End Armor		Trucks	Rear Bumper	T526214		http://www.americanmuscle.com/add-stealth-r-rear-bumper-0914.html				0.75	brackets for initial install take time		"2015, 2011Eco, 2011 Raptor"	"2015, 2011Eco, 2011 Raptor"		629
Exterior	Bumpers & Front/Rear End Armor		Trucks	Skid Plate	bad url		Current images are vendor - will be updated once shot by us				0.50						630
Exterior			Trucks	Car Covers	T532798		https://www.americanmuscle.com/covercraft-deluxe-custom-fit-truck-cover-2017raptor.html										631
Exterior			Trucks	Door Handles	T530040		http://www.americanmuscle.com/door-handle-pulls-brushed-8pc-1014.html										632
Exterior	Emblems		Trucks					Off-Car 1st - Match what we do for AM	3	3	0.17						633
Exterior	Emblems		Trucks	Fender Emblem	bad url		https://www.americanmuscle.com/recon-illuminated-2-piece-emblem-kit-chrome-white-0914.html	Off-Car 1st - Match what we do for AM	3	3	time will vary						634
Exterior	Emblems		Trucks	Side Emblem	T532252		https://www.americanmuscle.com/acc-polished-raptor-emblems-1014.html#product_pics-0		2	3							635
Exterior	Emblems		Trucks	Grille/Tailgate Emblem	T532091		https://www.americanmuscle.com/putco-grille-tailgate-emblems-black-09114.html		3	2-3							636
Exterior	Exterior Storage		Trucks														637
Exterior	Exterior Storage		Trucks	Swing Case Storage System Passenger Side	T526203		http://www.americanmuscle.com/swing-case-storage-rh-9714.html				0.33						638
Exterior	Exterior Storage		Trucks	Swing Case Storage System Driver Side	T526202		http://www.americanmuscle.com/swing-case-storage-lh-9714.html				0.33						639
Exterior	Exterior Storage		Trucks	Truck Bag	bad url		Current images are vendor - will be updated once shot by us										640
Exterior	Exterior Storage		Trucks	Bed Storage	bad url		Current images are vendor - will be updated once shot by us										641
Exterior	Exterior Storage		Trucks	Portable Storage	bad url		Current images are vendor - will be updated once shot by us										642
Exterior	Exterior Storage		Trucks	Tote Slide Bracket	bad url		Current images are vendor - will be updated once shot by us										643
Exterior			Trucks	Fuel Doors	T525819	http://www.americanmuscle.com/billet-striker-fuel-door-glossblack-0914.html					0.17			2011Eco	2011Eco		644
Exterior			Trucks	Fender Flares	T527430	http://www.americanmuscle.com/bushwacker-pocketflare-set-0914.html					0.50			"2007, 2015, 2011Eco"	"2007, 2015"		645
Exterior			Trucks	Fender Trim	T525585	http://www.americanmuscle.com/putco-stainless-fender-half-trim-0414.html					0.25						646
Exterior	Grilles		Trucks		T528373	http://www.americanmuscle.com/putco-boss-upper-grille-1516.html	Install both upper & lower grille when possible to show complete styling						"[2005-2008 F-150] https://www.youtube.com/watch?v=qPYUqUjca68,[2009-2013 F-150] https://www.youtube.com/watch?v=RbiOpq58Owc, [20015-2017 F150] https://www.youtube.com/watch?v=eTraX-86-X0, [2008-2013 Silverado] https://www.youtube.com/watch?v=N2pYWjkkCCY                                                    2014+ Sierra -https://www.youtube.com/watch?v=rJE8veI1i40"	2007			647
Exterior	Grilles		Trucks	Upper Grille	T528373	http://www.americanmuscle.com/putco-boss-upper-grille-1516.html	Install both upper & lower grille when possible to show complete styling		3	3-5	0.33	some grills will need to be placed in the spot where they would be installed others will need to be fully installed		"2007, 2015"	2015		648
Exterior	Grilles		Trucks	Lower Grille	T527646	http://www.americanmuscle.com/upper-class-mesh-bumper-grille-polished-0914.html	Install both upper & lower grille when possible to show complete styling				0.17			2007 F150			649
Exterior	Grilles		Trucks	Lower Grilles with Lights	T529948	http://www.americanmuscle.com/royalty-core-ss-led-bumper-grille-0914-f150.html											650
Exterior			Trucks	Hitches	T531045	https://www.americanmuscle.com/weigh-safe-180-degree-adjustable-ball-mount-4-inch-drop-hitch-9717.html	It depends on the accessory whether it receives both on & off-car or just off-car.	Suggestion to change to SKU: T52851			0.50			2011Eco			651
Exterior			Trucks	Hitch Cover	bad url		T534948 from PT/OT-4254										652
Exterior			Trucks	Hitch Step			T532947 from PT-4273 — hitch step										653
Exterior			Trucks	Hoods	T529788		https://www.americanmuscle.com/rk-sport-eliminator-ram-air-hood-0914all.html	"if hood is plasti-dipped, the color should be changed to match the vehicle in post"	5	3							654
Exterior			Trucks	Hood Shields	T525590		http://www.americanmuscle.com/putco-chrome-hood-deflector-0914.html										655
Exterior			Trucks	License Plate	T527582		http://www.americanmuscle.com/ford-license-plate-carbon-fiber-wrap-ford-oval.html										656
Exterior			Trucks	License Plate Frame	T527580		http://www.americanmuscle.com/ford-license-plate-frame-carbon-fiber-vinyl.html										657
Exterior			Trucks	Light Trim	T525897		http://www.americanmuscle.com/recon-illuminated-f150-chrome-fender-emblems-0914.html			4	0.17	Removal of the factory emblem					658
Exterior			Trucks	Lights	bad url		See Lights				0.17	depending on the bracket and light let up this category has a very wide range of install times					659
Exterior			Trucks	Mirrors	T102439		http://www.americanmuscle.com/f150-led-mirrors-chrome-0412.html										660
Exterior			Trucks	Mirror Covers	T102439		http://www.americanmuscle.com/f150-led-mirrors-chrome-0412.html				0.17	Omit images #3 & #4					661
Exterior	Mud Flaps		Trucks														662
Exterior	Mud Flaps		Trucks	Mud Flap System	T526469		http://www.americanmuscle.com/access-mud-flap-smooth-mill-0414.html				0.17	for the mud flaps the side steps will need to be removed to fully install mud flaps					663
Exterior	Mud Flaps		Trucks	Mud Guards - Front	T103102		http://www.americanmuscle.com/husky-front-mud-guards-0414.html				0.17	for the mud flaps the side steps will need to be removed to fully install mud flaps					664
Exterior	Mud Flaps		Trucks	Mud Guards - Rear	T103103		http://www.americanmuscle.com/husky-rear-mud-guards-0414.html				0.17	for the mud flaps the side steps will need to be removed to fully install mud flaps					665
Exterior			Trucks	Rear Cab Spoiler	T532674-99		https://www.americanmuscle.com/mmd-pre-painted-rear-truck-cab-spoiler-matte-black-09114.html		3	3							666
Exterior			Trucks	Rear Window Louvers	T525856		http://www.americanmuscle.com/willpak-rear-louvers-fixed-0413.html		3	4	0.17						667
Exterior			Trucks	Rocker Panels	T525579		http://www.americanmuscle.com/putco-stainless-rocker-panels-0914.html				0.50	two people would speed up the process					668
Exterior			Trucks	Roof Racks													669
Exterior			Trucks	Step Bars	T527535		http://www.americanmuscle.com/barricade-90degree-3in-sidebar-stainless-2015.html				0.08	"most step bar jobs utilize the same brackets so once the first bracket is installed, swapping them out is quick"		"2015, 2011Eco, 2011 Raptor, 2007, Laz's"	"2015, 2011Eco, 2011 Raptor, 2007, Laz's"		670
Exterior			Trucks	Side Vent Trim	T532565		https://www.americanmuscle.com/acc-polished-side-vent-trim-2017raptor.html#product_pics-0		2	3							671
Exterior			Trucks	Tail Light Guard	T102098		http://www.americanmuscle.com/barricade-tail-light-guard-ss-0914.html				0.17	tail lights need to be removed to install the quards					672
Exterior	Tailgates & Accessories		Trucks														673
Exterior	Tailgates & Accessories		Trucks	5th Wheel Tailgates	T102195		https://www.americanmuscle.com/husky-aluminum-5th-wheel-tailgate-0914.html				0.25						674
Exterior	Tailgates & Accessories		Trucks	Tailgate Guard			T533445 — PT-4079										675
Exterior	Tailgates & Accessories		Trucks	Tailgate Handle	T102854	http://www.americanmuscle.com/f150-chrome-tailgate-handle-cover-0414.html	it depends on the accessory - shoot top right to bottom left				0.17						676
Exterior	Tailgates & Accessories		Trucks	Tailgate Nets	T90030	https://www.americanmuscle.com/covercraft-pro-net.html					0.25						677
Exterior			Trucks	Tonneau Covers	T102446	http://www.americanmuscle.com/hiddensnap-tonneau-cover-0414-shortbed.html			2	4	0.25	time is depending on how much needs to be put together out of the box					678
Exterior			Trucks	Wind Deflector	T527389	http://www.americanmuscle.com/weathertech-fr-window-deflectors-dark-smoke-2015sc.html			3	6-8	0.17						679
Exterior			Trucks	Window Visors	bad url		Current images are vendor - will be updated once shot by us										680
Intake			Trucks														681
Intake			Trucks	Cold Air Intakes	bad url		Photograph similar to Mustang intakes - how it will be installed in the truck										682
Intake			Trucks	Air Filters	T527082	http://www.americanmuscle.com/airaid-synthamax-dry-filter-replacement-0914.html											683
Intake			Trucks	Throttle Bodies & Spacers	bad url		Photograph similar to AM throttle bodies										684
Intake			Trucks	Superchargers	bad url		We will likely never shoot these										685
Intake			Trucks	Supercharger & Turbocharger Accessories	bad url		Current images are vendor - will be updated once shot by us										686
Interior			Trucks														687
Interior			Trucks	Door Sills (Front)	T525901		http://www.americanmuscle.com/recon-illuminated-brushed-f150-doorsills-0914.html				0.17			2011 ecoboost	2011 ecoboost		688
Interior			Trucks	Door Sill Plates (Front & Rear)	T528364		https://www.americanmuscle.com/putco-black-platinum-door-sills-1516.html		3	3							689
Interior			Trucks	Floor Mats	bad url		http://www.americanmuscle.com/4pc-all-weather-floor-mats-black-9714.html	Off-Car lit up gauge displays first		6							690
Interior			Trucks	Interior Lights	bad url		Current images are vendor - will be updated once shot by us										691
Interior			Trucks	Interior Mirrors	T525848		http://www.americanmuscle.com/cipa-10in-rearview-mirror-9714.html		1	2	0.17						692
Interior	Interior Storage		Trucks														693
Interior	Interior Storage		Trucks	Lock Kit	bad url		Current images are vendor - will be updated once shot by us										694
Interior	Interior Storage		Trucks	Portable Storage	bad url		Current images are vendor - will be updated once shot by us										695
Interior	Interior Storage		Trucks	Truck Bed Storage	bad url		Current images are vendor - will be updated once shot by us										696
Interior	Interior Storage		Trucks	Underseat Storage	T525729	http://www.americanmuscle.com/underseat-storage-gray-0914sc.html			3		0.17						697
Interior			Trucks	Pet Divider	bad url		T533628 from PT-4273										698
Interior			Trucks	Seat Covers - Front	T103036	https://www.americanmuscle.com/covercraft-tan-seat-saver-bench-seats-0914.html	"Current images are off-car only now, on-car will likely be 2-3 shots"				0.50	most seat covers need to be steamed before installing them.					699
Interior			Trucks	Seat Covers - 2nd Row	T533026	https://www.americanmuscle.com/covercraft-carhartt-seat-saver-2nd-row-seat-cover-gravel-1114-supercab-supercrew.html	alt1 is a vendor image (don't need to shoot)										700
Interior			Trucks	Sun Shields	T527379	https://www.americanmuscle.com/weathertech-techshade-2015.html			3	3	0.10						701
Lights			Trucks				"ALL LIGHTS—EXCEPT HEADLIGHTS—NEED TO BE LIT IN TIGHT 3/4 ANGLE. IF LIGHT(S) INCLUDE COVER, COVER SHOULD BE ON IN ALL ANGLES, ON AND OFF IN TIGHT 3/4 ANGLE"										702
Lights			Trucks	Door Sills	T525901	http://www.americanmuscle.com/recon-illuminated-brushed-f150-doorsills-0914.html					0.17						703
Lights			Trucks	Fog Lights	T528375	http://www.americanmuscle.com/putco-luminix-high-power-led-fogs-1516.html			3	3-5							704
Lights			Trucks	Headlights	T526382	http://www.americanmuscle.com/headlight-smoked-dual-projector-0911.html					0.33			2011 Ecoboost	2011 Ecoboost		705
Lights			Trucks	Interior Lights	bad url		Current images are vendor - will be updated once shot by us										706
Lights			Trucks	Light Trim	T525897		http://www.americanmuscle.com/recon-illuminated-f150-chrome-fender-emblems-0914.html			4	0.17						707
Lights	Off-Road Lighting		Trucks								0.17						708
Lights	Off-Road Lighting		Trucks	Front Bumper Light Bar Mount	T529164		http://www.americanmuscle.com/smittybilt-street-light-bar-1516-f150.html		6	4-6							709
Lights	Off-Road Lighting		Trucks	Front Bumper Light Bar Mounted Lights	not found on page		http://www.americanmuscle.com/baja-designs-squad-r-pro-flood-work-led-9717-f150.html										710
Lights	Off-Road Lighting		Trucks	Grill Mounted Lights	T527150		http://www.americanmuscle.com/rigid-industries-4in-eseries-dif-0915.html		4	4-5							711
Lights	Off-Road Lighting		Trucks	Hood Mounted Light Brackets	T530110		https://www.americanmuscle.com/zroadz-hood-hinges-light-bar-mount-3-inch-cube-1014-raptor.html		3								712
Lights	Off-Road Lighting		Trucks	Hood Mounted Lights	T530111		https://www.americanmuscle.com/zroadz-2-3in-led-cube-pods-hood-1014raptor.html#product_pics-0		2								713
Lights	Off-Road Lighting		Trucks	Windshield Mounted Light Bar	not found on page		http://www.americanmuscle.com/kc-hilites-50in-c50-led-lightbar-overhead-bracket-0914all.html		4	5-7							714
Lights	Off-Road Lighting		Trucks	Windshield Mounted Light Bar Bracket	T102947		http://www.americanmuscle.com/raxiom-50in-led-bar-mount-0414-f150.html		4	3-5							715
Lights			Trucks	Parking & Fog Lights	T526979		http://www.americanmuscle.com/piaa-540-yellow-foglight-9715.html		8		0.40	depending on the light and bracket the time may vary					716
Lights			Trucks	Running Lights	bad url		Current images are vendor - will be updated once shot by us										717
Lights			Trucks	Tail Lights	T528052		http://www.americanmuscle.com/recon-led-taillights-clear-0914.html				0.33						718
Lights			Trucks	Tail Light Covers	T102098		http://www.americanmuscle.com/barricade-tail-light-guard-ss-0914.html		3	3-4							719
Lights			Trucks	Third Brake Lights	T528061		http://www.americanmuscle.com/recon-smoked-led-3rd-brake-light-0914.html		4	3	0.50						720
Suspension			Trucks														721
Suspension			Trucks	Air Ride Suspension Parts	bad url		Current images are vendor - will be updated once shot by us										722
Suspension			Trucks	Control Arms & Accessories	bad url		Current images are vendor - will be updated once shot by us										723
Suspension	Lift Kits & Leveling Kits		Trucks														724
Suspension	Lift Kits & Leveling Kits		Trucks	Lift Kits	bad url		Current images are vendor - will be updated once shot by us										725
Suspension	Lift Kits & Leveling Kits		Trucks	Leveling Kits	not found on page		http://www.americanmuscle.com/readylift-2-leveling-kit-red-0414.html			4							726
Suspension			Trucks	Lowering Kits	bad url		Current images are vendor - will be updated once shot by us										727
Suspension			Trucks	Shocks	bad url		Current images are vendor - will be updated once shot by us										728
Suspension			Trucks	Steering Linkage	bad url		Current images are vendor - will be updated once shot by us										729
Suspension			Trucks	Suspension Accessories	bad url		Current images are vendor - will be updated once shot by us										730
Suspension			Trucks	Sway Bars & Accessories	bad url		Current images are vendor - will be updated once shot by us										731
Vinyl			Trucks														732
Vinyl			Trucks	Hood Decal	T527964	https://www.americanmuscle.com/matte-black-hood-decal-1516.html			2	1							733
Vinyl			Trucks	Rear Window	T530423	https://www.americanmuscle.com/perforated-real-flag-rear-window-decal-9717.html											734
Vinyl			Trucks	Rocker Stripe	T527975	http://www.americanmuscle.com/silver-4x4-rocker-stripes-9716.html	3 images PER GEN		3	1							735
Vinyl			Trucks	Tailgate	T530870	http://www.americanmuscle.com/tailgate-panel-decal-matte-1517.html			2	1							736
Vinyl			Trucks	Window Deflector	T527350	http://www.americanmuscle.com/weathertech-window-deflectors-ls-0914.html			3	4-6	0.17						737
Vinyl			Trucks	Windshield Banner	T527977	https://www.americanmuscle.com/am-banner-white-0916.html			2	1							738
Wheels & Tires			Trucks														739
Wheels & Tires			Trucks	Wheels	T527110	http://www.americanmuscle.com/fuel-d513-throttle-20x9-0415.html		Off-Car is shown first		3	0.17						740
Wheels & Tires			Trucks	Tires	not found on page	http://www.americanmuscle.com/mickey-thompson-baja-atz-275-65-20.html				3							741
Wheels & Tires			Trucks	Wheel Accessories	bad url		it all depends on the accessory - shoot top right to bottom left										742
Winches			Trucks														743
Winches			Trucks	Winches	not found on page	http://www.americanmuscle.com/f150-winches-0914.html				"6, depending"	0.17						744
Winches			Trucks	Winch Plates	not found on page	http://www.americanmuscle.com/westin-sportsman-winchmount-black-0914.html	Show on-car if possible			"7, depending"	0.17						745
Winches			Trucks	Recovery Hooks	T525671	http://www.americanmuscle.com/monsterhook-chrome-9714.html			3	2	0.10						746
Tuners			Trucks		T33051	http://www.americanmuscle.com/sct-sf4-x4-f150-tuner-9714.html				4							747
